reference,time_center,dataset_source,target,mov_type,models,votes_walking,min_prob_walking,max_prob_walking,mean_prob_walking,new_target,new_mov_type,correction_reason,visual_review_decision,visual_review_source
04845288Q-121,2025-03-01 11:36:16.010000+00:00,previous_dataset,0,not_walking,3,3,0.9040869681619492,0.9672993722076152,0.9455752343302906,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:17.010000+00:00,previous_dataset,0,not_walking,3,3,0.8596879628296524,0.9877026006804864,0.94469667514903,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:18.010000+00:00,previous_dataset,0,not_walking,3,3,0.8830395445055971,0.9938253659342358,0.9563545983089948,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:19.010000+00:00,previous_dataset,0,not_walking,3,3,0.8986139028082945,0.992512822151184,0.9584036574175292,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:20.010000+00:00,previous_dataset,0,not_walking,3,3,0.8802179682889734,0.989900290966034,0.9518736274521422,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:21.010000+00:00,previous_dataset,0,not_walking,3,3,0.8829655840984939,0.996398761216494,0.9581793261378634,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:22.010000+00:00,previous_dataset,0,not_walking,3,3,0.897225392298091,0.9880706071853638,0.956521311295739,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:23.010000+00:00,previous_dataset,0,not_walking,3,3,0.89035955296546,0.9942261456999428,0.959149287879872,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:24.010000+00:00,previous_dataset,0,not_walking,3,3,0.8858671333782003,0.987620174884796,0.9524695097338406,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:25.010000+00:00,previous_dataset,0,not_walking,3,3,0.8875901606524699,0.990275740623474,0.9555561086199408,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:26.010000+00:00,previous_dataset,0,not_walking,3,3,0.8815040297049946,0.9905419945716858,0.9540860980656936,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:27.010000+00:00,previous_dataset,0,not_walking,3,3,0.8842996415617441,0.990622103214264,0.9536108119361676,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:28.010000+00:00,previous_dataset,0,not_walking,3,3,0.8842047545146929,0.9887660145759584,0.9520023327551052,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:29.010000+00:00,previous_dataset,0,not_walking,3,3,0.8501792450509257,0.9659233276870078,0.9207019436554118,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:30.010000+00:00,previous_dataset,0,not_walking,3,3,0.9068548013175202,0.991636335849762,0.9627138152504796,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:31.010000+00:00,previous_dataset,0,not_walking,3,3,0.88661876948722,0.9963333280272868,0.95806908722031,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:32.010000+00:00,previous_dataset,0,not_walking,3,3,0.914087208444218,0.9953886270523072,0.9675633763732848,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:33.010000+00:00,previous_dataset,0,not_walking,3,3,0.8938070377545292,0.993803420715302,0.9599246260644474,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:34.010000+00:00,previous_dataset,0,not_walking,3,3,0.8552609545985881,0.9759314656257628,0.9343856580327644,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:35.010000+00:00,previous_dataset,0,not_walking,3,3,0.8960295460291877,0.9872549772262572,0.9542927769634034,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:36.010000+00:00,previous_dataset,0,not_walking,3,3,0.9229728872064754,0.9936362504959106,0.9697136215658364,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:37.010000+00:00,previous_dataset,0,not_walking,3,3,0.910371077348484,0.98131718664338,0.9576116126707498,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:38.010000+00:00,previous_dataset,0,not_walking,3,3,0.9002919526670768,0.989843726158142,0.9578097305756792,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:39.010000+00:00,previous_dataset,0,not_walking,3,3,0.903228775055848,0.9851925373077391,0.956726881627413,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:40.010000+00:00,previous_dataset,0,not_walking,3,3,0.8957713668617799,0.984756886959076,0.9543069215256068,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:41.010000+00:00,previous_dataset,0,not_walking,3,3,0.8854078274139694,0.9908332228660583,0.952928178425476,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:42.010000+00:00,previous_dataset,0,not_walking,3,3,0.8753028838573204,0.9866859912872314,0.9440943966478192,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:43.010000+00:00,previous_dataset,0,not_walking,3,3,0.8927906549368169,0.99020117521286,0.9567337082022208,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:44.010000+00:00,previous_dataset,0,not_walking,3,3,0.8774769637875975,0.9740971326828004,0.9371546035536868,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:45.010000+00:00,previous_dataset,0,not_walking,3,3,0.8953674519257767,0.9795510121663968,0.9510152748120356,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:46.010000+00:00,previous_dataset,0,not_walking,3,3,0.8796872312631219,0.9782617755660804,0.943998670668582,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:47.010000+00:00,previous_dataset,0,not_walking,3,3,0.8839511915559088,0.9881486296653748,0.94772903062495,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:48.010000+00:00,previous_dataset,0,not_walking,3,3,0.8493803587493333,0.9782848954200744,0.9329060772992488,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:49.010000+00:00,previous_dataset,0,not_walking,3,3,0.8672424156513068,0.9919637441635132,0.9444497198261548,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:50.010000+00:00,previous_dataset,0,not_walking,3,3,0.8765305199398667,0.9931532144546508,0.9517367448485792,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:51.010000+00:00,previous_dataset,0,not_walking,3,3,0.8919598073695792,0.9874459505081176,0.955449759764728,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:52.010000+00:00,previous_dataset,0,not_walking,3,3,0.8716112719219887,0.990464687347412,0.9501523872586386,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:53.010000+00:00,previous_dataset,0,not_walking,3,3,0.909212331531019,0.9962091072506504,0.96711860198718,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:54.010000+00:00,previous_dataset,0,not_walking,3,3,0.9151161725003516,0.9900684111915043,0.964590694118904,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:55.010000+00:00,previous_dataset,0,not_walking,3,3,0.8866945233410947,0.994602382183075,0.9584980733039634,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:56.010000+00:00,previous_dataset,0,not_walking,3,3,0.8996364199003127,0.9852213263511658,0.9555283838009008,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:57.010000+00:00,previous_dataset,0,not_walking,3,3,0.8837755081201679,0.979084369280691,0.944855422593906,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:58.010000+00:00,previous_dataset,0,not_walking,3,3,0.8363181846689844,0.9688280349377384,0.9239022143269664,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:36:59.010000+00:00,previous_dataset,0,not_walking,3,3,0.8796740169133417,0.9939739845570924,0.9537691718069272,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:00.010000+00:00,previous_dataset,0,not_walking,3,3,0.8853580393388258,0.987132207380538,0.9530234004478468,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:01.010000+00:00,previous_dataset,0,not_walking,3,3,0.8607246503342346,0.992753193893984,0.9475040861732,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:02.010000+00:00,previous_dataset,0,not_walking,3,3,0.918623191465668,0.9921451210975648,0.9648953758967416,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:03.010000+00:00,previous_dataset,0,not_walking,3,3,0.923273996762309,0.9965516442948908,0.9716125619879388,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:04.010000+00:00,previous_dataset,0,not_walking,3,3,0.9177405758203782,0.994247317314148,0.967260313014918,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:05.010000+00:00,previous_dataset,0,not_walking,3,3,0.9016554033052888,0.9930517673492432,0.960699078490994,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:06.010000+00:00,previous_dataset,0,not_walking,3,3,0.9129104567579108,0.9935527657635986,0.9658216293712344,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:07.010000+00:00,previous_dataset,0,not_walking,3,3,0.9101385520289208,0.9958747029304504,0.9657879269597236,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:08.010000+00:00,previous_dataset,0,not_walking,3,3,0.9097750023556758,0.9944275617599488,0.9654331223072886,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:09.010000+00:00,previous_dataset,0,not_walking,3,3,0.907776302806426,0.993306402067257,0.9623219604001448,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:10.010000+00:00,previous_dataset,0,not_walking,3,3,0.914007879564234,0.9953024140656388,0.9679470103433092,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:11.010000+00:00,previous_dataset,0,not_walking,3,3,0.8993974422749444,0.9856235980987548,0.954909818490651,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:12.010000+00:00,previous_dataset,0,not_walking,3,3,0.9074356431812024,0.9898850917816162,0.9606740450376522,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:13.010000+00:00,previous_dataset,0,not_walking,3,3,0.9270981167572744,0.9904290437698364,0.9668403337747428,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:14.010000+00:00,previous_dataset,0,not_walking,3,3,0.9275096481453444,0.996171772480011,0.9714731746408176,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:15.010000+00:00,previous_dataset,0,not_walking,3,3,0.9179221888226976,0.9959732890129088,0.969387778187726,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:16.010000+00:00,previous_dataset,0,not_walking,3,3,0.8940915829210883,0.9903224110603333,0.9524075228053666,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:17.010000+00:00,previous_dataset,0,not_walking,3,3,0.866336144688849,0.9868096113204956,0.942516470006298,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:18.010000+00:00,previous_dataset,0,not_walking,3,3,0.9134008912568632,0.9958381652832032,0.964823677025538,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:19.010000+00:00,previous_dataset,0,not_walking,3,3,0.8812471637310648,0.9934385418891908,0.9545634841963402,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:20.010000+00:00,previous_dataset,0,not_walking,3,3,0.8990125519210943,0.9964369535446168,0.9618493074099468,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
