enter_threshold,exit_threshold,enter_run_windows,exit_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp,scope,segments
0.65,0.5,1,1,432,0.36574074074074076,0.0,0.0,0.0,0.36574074074074076,0.6342592592592593,158,274,0,0,new_patient,1
0.65,0.5,1,2,432,0.3263888888888889,0.0,0.0,0.0,0.3263888888888889,0.6736111111111112,141,291,0,0,new_patient,1
0.65,0.5,1,3,432,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.7222222222222222,120,312,0,0,new_patient,1
0.65,0.5,1,4,432,0.24537037037037038,0.0,0.0,0.0,0.24537037037037038,0.7546296296296297,106,326,0,0,new_patient,1
0.65,0.5,1,5,432,0.1736111111111111,0.0,0.0,0.0,0.1736111111111111,0.8263888888888888,75,357,0,0,new_patient,1
0.65,0.5,2,1,432,0.4375,0.0,0.0,0.0,0.4375,0.5625,189,243,0,0,new_patient,1
0.65,0.5,2,2,432,0.4212962962962963,0.0,0.0,0.0,0.4212962962962963,0.5787037037037037,182,250,0,0,new_patient,1
0.65,0.5,2,3,432,0.3263888888888889,0.0,0.0,0.0,0.3263888888888889,0.6736111111111112,141,291,0,0,new_patient,1
0.65,0.5,2,4,432,0.30092592592592593,0.0,0.0,0.0,0.30092592592592593,0.6990740740740741,130,302,0,0,new_patient,1
0.65,0.5,2,5,432,0.30092592592592593,0.0,0.0,0.0,0.30092592592592593,0.6990740740740741,130,302,0,0,new_patient,1
0.65,0.5,3,1,432,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,240,192,0,0,new_patient,1
0.65,0.5,3,2,432,0.5370370370370371,0.0,0.0,0.0,0.5370370370370371,0.46296296296296297,232,200,0,0,new_patient,1
0.65,0.5,3,3,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.65,0.5,3,4,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.65,0.5,3,5,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.65,0.5,4,1,432,0.6134259259259259,0.0,0.0,0.0,0.6134259259259259,0.38657407407407407,265,167,0,0,new_patient,1
0.65,0.5,4,2,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.5,4,3,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.5,4,4,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.5,4,5,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.55,1,1,432,0.46064814814814814,0.0,0.0,0.0,0.46064814814814814,0.5393518518518519,199,233,0,0,new_patient,1
0.65,0.55,1,2,432,0.3726851851851852,0.0,0.0,0.0,0.3726851851851852,0.6273148148148148,161,271,0,0,new_patient,1
0.65,0.55,1,3,432,0.3472222222222222,0.0,0.0,0.0,0.3472222222222222,0.6527777777777778,150,282,0,0,new_patient,1
0.65,0.55,1,4,432,0.3055555555555556,0.0,0.0,0.0,0.3055555555555556,0.6944444444444444,132,300,0,0,new_patient,1
0.65,0.55,1,5,432,0.29398148148148145,0.0,0.0,0.0,0.29398148148148145,0.7060185185185185,127,305,0,0,new_patient,1
0.65,0.55,2,1,432,0.5509259259259259,0.0,0.0,0.0,0.5509259259259259,0.44907407407407407,238,194,0,0,new_patient,1
0.65,0.55,2,2,432,0.4398148148148148,0.0,0.0,0.0,0.4398148148148148,0.5601851851851852,190,242,0,0,new_patient,1
0.65,0.55,2,3,432,0.43287037037037035,0.0,0.0,0.0,0.43287037037037035,0.5671296296296297,187,245,0,0,new_patient,1
0.65,0.55,2,4,432,0.39814814814814814,0.0,0.0,0.0,0.39814814814814814,0.6018518518518519,172,260,0,0,new_patient,1
0.65,0.55,2,5,432,0.3680555555555556,0.0,0.0,0.0,0.3680555555555556,0.6319444444444444,159,273,0,0,new_patient,1
0.65,0.55,3,1,432,0.6273148148148148,0.0,0.0,0.0,0.6273148148148148,0.3726851851851852,271,161,0,0,new_patient,1
0.65,0.55,3,2,432,0.5462962962962963,0.0,0.0,0.0,0.5462962962962963,0.4537037037037037,236,196,0,0,new_patient,1
0.65,0.55,3,3,432,0.5393518518518519,0.0,0.0,0.0,0.5393518518518519,0.46064814814814814,233,199,0,0,new_patient,1
0.65,0.55,3,4,432,0.4699074074074074,0.0,0.0,0.0,0.4699074074074074,0.5300925925925926,203,229,0,0,new_patient,1
0.65,0.55,3,5,432,0.4398148148148148,0.0,0.0,0.0,0.4398148148148148,0.5601851851851852,190,242,0,0,new_patient,1
0.65,0.55,4,1,432,0.6597222222222222,0.0,0.0,0.0,0.6597222222222222,0.3402777777777778,285,147,0,0,new_patient,1
0.65,0.55,4,2,432,0.6157407407407407,0.0,0.0,0.0,0.6157407407407407,0.38425925925925924,266,166,0,0,new_patient,1
0.65,0.55,4,3,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.55,4,4,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.55,4,5,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.6,1,1,432,0.5787037037037037,0.0,0.0,0.0,0.5787037037037037,0.4212962962962963,250,182,0,0,new_patient,1
0.65,0.6,1,2,432,0.46064814814814814,0.0,0.0,0.0,0.46064814814814814,0.5393518518518519,199,233,0,0,new_patient,1
0.65,0.6,1,3,432,0.3912037037037037,0.0,0.0,0.0,0.3912037037037037,0.6087962962962963,169,263,0,0,new_patient,1
0.65,0.6,1,4,432,0.3541666666666667,0.0,0.0,0.0,0.3541666666666667,0.6458333333333334,153,279,0,0,new_patient,1
0.65,0.6,1,5,432,0.3541666666666667,0.0,0.0,0.0,0.3541666666666667,0.6458333333333334,153,279,0,0,new_patient,1
0.65,0.6,2,1,432,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,288,144,0,0,new_patient,1
0.65,0.6,2,2,432,0.5231481481481481,0.0,0.0,0.0,0.5231481481481481,0.47685185185185186,226,206,0,0,new_patient,1
0.65,0.6,2,3,432,0.4652777777777778,0.0,0.0,0.0,0.4652777777777778,0.5347222222222222,201,231,0,0,new_patient,1
0.65,0.6,2,4,432,0.4351851851851852,0.0,0.0,0.0,0.4351851851851852,0.5648148148148148,188,244,0,0,new_patient,1
0.65,0.6,2,5,432,0.4351851851851852,0.0,0.0,0.0,0.4351851851851852,0.5648148148148148,188,244,0,0,new_patient,1
0.65,0.6,3,1,432,0.7361111111111112,0.0,0.0,0.0,0.7361111111111112,0.2638888888888889,318,114,0,0,new_patient,1
0.65,0.6,3,2,432,0.6388888888888888,0.0,0.0,0.0,0.6388888888888888,0.3611111111111111,276,156,0,0,new_patient,1
0.65,0.6,3,3,432,0.5601851851851852,0.0,0.0,0.0,0.5601851851851852,0.4398148148148148,242,190,0,0,new_patient,1
0.65,0.6,3,4,432,0.5462962962962963,0.0,0.0,0.0,0.5462962962962963,0.4537037037037037,236,196,0,0,new_patient,1
0.65,0.6,3,5,432,0.5462962962962963,0.0,0.0,0.0,0.5462962962962963,0.4537037037037037,236,196,0,0,new_patient,1
0.65,0.6,4,1,432,0.7592592592592593,0.0,0.0,0.0,0.7592592592592593,0.24074074074074073,328,104,0,0,new_patient,1
0.65,0.6,4,2,432,0.6782407407407407,0.0,0.0,0.0,0.6782407407407407,0.32175925925925924,293,139,0,0,new_patient,1
0.65,0.6,4,3,432,0.6226851851851852,0.0,0.0,0.0,0.6226851851851852,0.3773148148148148,269,163,0,0,new_patient,1
0.65,0.6,4,4,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.6,4,5,432,0.6087962962962963,0.0,0.0,0.0,0.6087962962962963,0.3912037037037037,263,169,0,0,new_patient,1
0.65,0.65,1,1,432,0.6319444444444444,0.0,0.0,0.0,0.6319444444444444,0.3680555555555556,273,159,0,0,new_patient,1
0.65,0.65,1,2,432,0.5717592592592593,0.0,0.0,0.0,0.5717592592592593,0.42824074074074076,247,185,0,0,new_patient,1
0.65,0.65,1,3,432,0.5393518518518519,0.0,0.0,0.0,0.5393518518518519,0.46064814814814814,233,199,0,0,new_patient,1
0.65,0.65,1,4,432,0.47685185185185186,0.0,0.0,0.0,0.47685185185185186,0.5231481481481481,206,226,0,0,new_patient,1
0.65,0.65,1,5,432,0.4398148148148148,0.0,0.0,0.0,0.4398148148148148,0.5601851851851852,190,242,0,0,new_patient,1
0.65,0.65,2,1,432,0.6990740740740741,0.0,0.0,0.0,0.6990740740740741,0.30092592592592593,302,130,0,0,new_patient,1
0.65,0.65,2,2,432,0.6319444444444444,0.0,0.0,0.0,0.6319444444444444,0.3680555555555556,273,159,0,0,new_patient,1
0.65,0.65,2,3,432,0.6041666666666666,0.0,0.0,0.0,0.6041666666666666,0.3958333333333333,261,171,0,0,new_patient,1
0.65,0.65,2,4,432,0.5625,0.0,0.0,0.0,0.5625,0.4375,243,189,0,0,new_patient,1
0.65,0.65,2,5,432,0.49074074074074076,0.0,0.0,0.0,0.49074074074074076,0.5092592592592593,212,220,0,0,new_patient,1
0.65,0.65,3,1,432,0.7638888888888888,0.0,0.0,0.0,0.7638888888888888,0.2361111111111111,330,102,0,0,new_patient,1
0.65,0.65,3,2,432,0.6898148148148148,0.0,0.0,0.0,0.6898148148148148,0.3101851851851852,298,134,0,0,new_patient,1
0.65,0.65,3,3,432,0.6689814814814815,0.0,0.0,0.0,0.6689814814814815,0.33101851851851855,289,143,0,0,new_patient,1
0.65,0.65,3,4,432,0.6342592592592593,0.0,0.0,0.0,0.6342592592592593,0.36574074074074076,274,158,0,0,new_patient,1
0.65,0.65,3,5,432,0.5995370370370371,0.0,0.0,0.0,0.5995370370370371,0.40046296296296297,259,173,0,0,new_patient,1
0.65,0.65,4,1,432,0.7916666666666666,0.0,0.0,0.0,0.7916666666666666,0.20833333333333334,342,90,0,0,new_patient,1
0.65,0.65,4,2,432,0.7430555555555556,0.0,0.0,0.0,0.7430555555555556,0.2569444444444444,321,111,0,0,new_patient,1
0.65,0.65,4,3,432,0.7337962962962963,0.0,0.0,0.0,0.7337962962962963,0.2662037037037037,317,115,0,0,new_patient,1
0.65,0.65,4,4,432,0.6712962962962963,0.0,0.0,0.0,0.6712962962962963,0.3287037037037037,290,142,0,0,new_patient,1
0.65,0.65,4,5,432,0.6365740740740741,0.0,0.0,0.0,0.6365740740740741,0.36342592592592593,275,157,0,0,new_patient,1
0.7,0.4,1,1,432,0.40046296296296297,0.0,0.0,0.0,0.40046296296296297,0.5995370370370371,173,259,0,0,new_patient,1
0.7,0.4,1,2,432,0.26157407407407407,0.0,0.0,0.0,0.26157407407407407,0.7384259259259259,113,319,0,0,new_patient,1
0.7,0.4,1,3,432,0.26157407407407407,0.0,0.0,0.0,0.26157407407407407,0.7384259259259259,113,319,0,0,new_patient,1
0.7,0.4,1,4,432,0.26157407407407407,0.0,0.0,0.0,0.26157407407407407,0.7384259259259259,113,319,0,0,new_patient,1
0.7,0.4,1,5,432,0.09259259259259259,0.0,0.0,0.0,0.09259259259259259,0.9074074074074074,40,392,0,0,new_patient,1
0.7,0.4,2,1,432,0.5648148148148148,0.0,0.0,0.0,0.5648148148148148,0.4351851851851852,244,188,0,0,new_patient,1
0.7,0.4,2,2,432,0.34953703703703703,0.0,0.0,0.0,0.34953703703703703,0.6504629629629629,151,281,0,0,new_patient,1
0.7,0.4,2,3,432,0.34953703703703703,0.0,0.0,0.0,0.34953703703703703,0.6504629629629629,151,281,0,0,new_patient,1
0.7,0.4,2,4,432,0.34953703703703703,0.0,0.0,0.0,0.34953703703703703,0.6504629629629629,151,281,0,0,new_patient,1
0.7,0.4,2,5,432,0.12268518518518519,0.0,0.0,0.0,0.12268518518518519,0.8773148148148148,53,379,0,0,new_patient,1
0.7,0.4,3,1,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,3,2,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,3,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,3,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,3,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,4,1,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,4,2,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,4,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,4,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.4,4,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,1,1,432,0.4097222222222222,0.0,0.0,0.0,0.4097222222222222,0.5902777777777778,177,255,0,0,new_patient,1
0.7,0.45,1,2,432,0.29398148148148145,0.0,0.0,0.0,0.29398148148148145,0.7060185185185185,127,305,0,0,new_patient,1
0.7,0.45,1,3,432,0.2638888888888889,0.0,0.0,0.0,0.2638888888888889,0.7361111111111112,114,318,0,0,new_patient,1
0.7,0.45,1,4,432,0.2638888888888889,0.0,0.0,0.0,0.2638888888888889,0.7361111111111112,114,318,0,0,new_patient,1
0.7,0.45,1,5,432,0.2638888888888889,0.0,0.0,0.0,0.2638888888888889,0.7361111111111112,114,318,0,0,new_patient,1
0.7,0.45,2,1,432,0.5648148148148148,0.0,0.0,0.0,0.5648148148148148,0.4351851851851852,244,188,0,0,new_patient,1
0.7,0.45,2,2,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.7,0.45,2,3,432,0.35185185185185186,0.0,0.0,0.0,0.35185185185185186,0.6481481481481481,152,280,0,0,new_patient,1
0.7,0.45,2,4,432,0.35185185185185186,0.0,0.0,0.0,0.35185185185185186,0.6481481481481481,152,280,0,0,new_patient,1
0.7,0.45,2,5,432,0.35185185185185186,0.0,0.0,0.0,0.35185185185185186,0.6481481481481481,152,280,0,0,new_patient,1
0.7,0.45,3,1,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,3,2,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,3,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,3,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,3,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,4,1,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,4,2,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,4,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,4,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.45,4,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,1,1,432,0.44212962962962965,0.0,0.0,0.0,0.44212962962962965,0.5578703703703703,191,241,0,0,new_patient,1
0.7,0.5,1,2,432,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.5833333333333334,180,252,0,0,new_patient,1
0.7,0.5,1,3,432,0.3194444444444444,0.0,0.0,0.0,0.3194444444444444,0.6805555555555556,138,294,0,0,new_patient,1
0.7,0.5,1,4,432,0.29398148148148145,0.0,0.0,0.0,0.29398148148148145,0.7060185185185185,127,305,0,0,new_patient,1
0.7,0.5,1,5,432,0.29398148148148145,0.0,0.0,0.0,0.29398148148148145,0.7060185185185185,127,305,0,0,new_patient,1
0.7,0.5,2,1,432,0.5902777777777778,0.0,0.0,0.0,0.5902777777777778,0.4097222222222222,255,177,0,0,new_patient,1
0.7,0.5,2,2,432,0.5648148148148148,0.0,0.0,0.0,0.5648148148148148,0.4351851851851852,244,188,0,0,new_patient,1
0.7,0.5,2,3,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.7,0.5,2,4,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.7,0.5,2,5,432,0.3819444444444444,0.0,0.0,0.0,0.3819444444444444,0.6180555555555556,165,267,0,0,new_patient,1
0.7,0.5,3,1,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,3,2,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,3,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,3,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,3,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,4,1,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,4,2,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,4,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,4,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.5,4,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.55,1,1,432,0.5694444444444444,0.0,0.0,0.0,0.5694444444444444,0.4305555555555556,246,186,0,0,new_patient,1
0.7,0.55,1,2,432,0.4375,0.0,0.0,0.0,0.4375,0.5625,189,243,0,0,new_patient,1
0.7,0.55,1,3,432,0.42592592592592593,0.0,0.0,0.0,0.42592592592592593,0.5740740740740741,184,248,0,0,new_patient,1
0.7,0.55,1,4,432,0.3888888888888889,0.0,0.0,0.0,0.3888888888888889,0.6111111111111112,168,264,0,0,new_patient,1
0.7,0.55,1,5,432,0.3587962962962963,0.0,0.0,0.0,0.3587962962962963,0.6412037037037037,155,277,0,0,new_patient,1
0.7,0.55,2,1,432,0.6805555555555556,0.0,0.0,0.0,0.6805555555555556,0.3194444444444444,294,138,0,0,new_patient,1
0.7,0.55,2,2,432,0.5763888888888888,0.0,0.0,0.0,0.5763888888888888,0.4236111111111111,249,183,0,0,new_patient,1
0.7,0.55,2,3,432,0.5648148148148148,0.0,0.0,0.0,0.5648148148148148,0.4351851851851852,244,188,0,0,new_patient,1
0.7,0.55,2,4,432,0.5046296296296297,0.0,0.0,0.0,0.5046296296296297,0.49537037037037035,218,214,0,0,new_patient,1
0.7,0.55,2,5,432,0.47453703703703703,0.0,0.0,0.0,0.47453703703703703,0.5254629629629629,205,227,0,0,new_patient,1
0.7,0.55,3,1,432,0.8240740740740741,0.0,0.0,0.0,0.8240740740740741,0.17592592592592593,356,76,0,0,new_patient,1
0.7,0.55,3,2,432,0.7060185185185185,0.0,0.0,0.0,0.7060185185185185,0.29398148148148145,305,127,0,0,new_patient,1
0.7,0.55,3,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.55,3,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.55,3,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.55,4,1,432,0.8518518518518519,0.0,0.0,0.0,0.8518518518518519,0.14814814814814814,368,64,0,0,new_patient,1
0.7,0.55,4,2,432,0.7060185185185185,0.0,0.0,0.0,0.7060185185185185,0.29398148148148145,305,127,0,0,new_patient,1
0.7,0.55,4,3,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.55,4,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.55,4,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.6,1,1,432,0.7083333333333334,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667,306,126,0,0,new_patient,1
0.7,0.6,1,2,432,0.5347222222222222,0.0,0.0,0.0,0.5347222222222222,0.4652777777777778,231,201,0,0,new_patient,1
0.7,0.6,1,3,432,0.46296296296296297,0.0,0.0,0.0,0.46296296296296297,0.5370370370370371,200,232,0,0,new_patient,1
0.7,0.6,1,4,432,0.42824074074074076,0.0,0.0,0.0,0.42824074074074076,0.5717592592592593,185,247,0,0,new_patient,1
