transformer_threshold,rf_threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
0.9,0.6,4,356,0.6264044943820225,0.0,0.0,0.0,223,129,4,0
0.9,0.6,5,356,0.648876404494382,0.0,0.0,0.0,231,121,4,0
0.9,0.6,8,356,0.7724719101123596,0.0,0.0,0.0,275,77,4,0
0.9,0.6,10,356,0.8455056179775281,0.0,0.0,0.0,301,51,4,0
0.9,0.65,1,356,0.6460674157303371,0.0,0.0,0.0,230,122,4,0
0.9,0.65,2,356,0.6938202247191011,0.0,0.0,0.0,247,105,4,0
0.9,0.65,3,356,0.7387640449438202,0.0,0.0,0.0,263,89,4,0
0.9,0.65,4,356,0.7893258426966292,0.0,0.0,0.0,281,71,4,0
0.9,0.65,5,356,0.8567415730337079,0.0,0.0,0.0,305,47,4,0
0.9,0.65,8,356,0.9353932584269663,0.0,0.0,0.0,333,19,4,0
0.9,0.65,10,356,0.9578651685393258,0.0,0.0,0.0,341,11,4,0
0.9,0.7,1,356,0.8061797752808989,0.0,0.0,0.0,287,65,4,0
0.9,0.7,2,356,0.8904494382022472,0.0,0.0,0.0,317,35,4,0
0.9,0.7,3,356,0.9353932584269663,0.0,0.0,0.0,333,19,4,0
0.9,0.7,4,356,0.9775280898876404,0.0,0.0,0.0,348,4,4,0
0.9,0.7,5,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.7,8,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.7,10,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.75,1,356,0.9466292134831461,0.0,0.0,0.0,337,15,4,0
0.9,0.75,2,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.75,3,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.75,4,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.75,5,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.75,8,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.75,10,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.8,1,356,0.9803370786516854,0.0,0.0,0.0,349,3,4,0
0.9,0.8,2,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.8,3,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.8,4,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.8,5,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.8,8,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.8,10,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,1,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,2,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,3,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,4,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,5,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,8,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.85,10,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,1,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,2,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,3,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,4,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,5,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,8,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
0.9,0.9,10,356,0.9887640449438202,0.0,0.0,0.0,352,0,4,0
